CNPJ_GESTOR,n_fundos,pl_total,nome_em_registro,CNPJ_LIMPO,DENOM_SOCIAL,DENOM_COMERC,MUN,UF,CONTROLE_ACIONARIO,DT_REG,SITE_ADMIN,nome,faixa_porte,share_pct
08157495000179,6,331471684.09000003,VALETEC CAPITAL INVESTIMENTOS LTDA,08157495000179,VALETEC CAPITAL INVESTIMENTOS LTDA,--,FLORIANÓPOLIS,SC,PRIVADO,2006-10-26,www.valetec.com.br,VALETEC CAPITAL INVESTIMENTOS LTDA,F4 · 100 mi a 1 bi,0.0024984872203099844
48089509000189,16,328450566.65,EXT CAPITAL LTDA.,48089509000189,EXT CAPITAL LTDA.,EXT CAPITAL,SÃO PAULO,SP,PRIVADO,2023-03-01,www.extcapital.com.br,EXT CAPITAL,F4 · 100 mi a 1 bi,0.0024757153707759337
11240125000105,10,327811230.62,DEZESSEIS DEZOITO GESTÃO DE RECURSOS LTDA,11240125000105,DEZESSEIS DEZOITO GESTÃO DE RECURSOS LTDA,1618 INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2010-01-08,www.1618investimentos.com,1618 INVESTIMENTOS,F4 · 100 mi a 1 bi,0.002470896338028615
30486755000109,6,327666264.33,LOGOS GESTÃO DE RECURSOS LTDA.,30486755000109,LOGOS GESTÃO DE RECURSOS LTDA.,LOGOS CAPITAL,SÃO PAULO,SP,PRIVADO,2018-08-20,www.logoscapital.com.br,LOGOS CAPITAL,F4 · 100 mi a 1 bi,0.002469803646132669
41727578000121,13,327351600.25,UTILITY GESTORA DE RECURSOS LTDA.,41727578000121,UTILITY GESTORA DE RECURSOS LTDA.,UC GESTORA DE RECURSOS,SÃO PAULO,SP,PRIVADO,2022-03-17,www.utilitycredit.com.br,UC GESTORA DE RECURSOS,F4 · 100 mi a 1 bi,0.002467431847211959
09360012000100,10,326719216.97,BLP CAPITAL GESTORA DE RECURSOS LTDA.,09360012000100,BLP CAPITAL GESTORA DE RECURSOS LTDA.,BLP CAPITAL,SÃO PAULO,SP,PRIVADO,2008-05-16,https://www.blp.com.br/,BLP CAPITAL,F4 · 100 mi a 1 bi,0.002462665221224719
35098686000180,5,325476555.1,10B GESTORA DE RECURSOS LTDA.,35098686000180,10B GESTORA DE RECURSOS LTDA.,10B,SÃO PAULO,SP,PRIVADO,2020-08-11,https://10b.com.br,10B,F4 · 100 mi a 1 bi,0.00245329858464493
21008402000102,8,324325960.09,QUARTZO INVEST LTDA.,21008402000102,QUARTZO INVEST LTDA.,QUARTZO INVEST,CURITIBA,PR,PRIVADO,2015-04-29,https://www.quartzocapital.com.br/,QUARTZO INVEST,F4 · 100 mi a 1 bi,0.0024446259074111876
45129348000111,14,323983471.69,LIFT CAPITAL GESTORA DE RECURSOS S.A.,45129348000111,LIFT CAPITAL GESTORA DE RECURSOS S.A.,-----,SÃO PAULO,SP,PRIVADO,2024-10-24,www.liftcapital.com.br,LIFT CAPITAL GESTORA DE RECURSOS S.A.,F4 · 100 mi a 1 bi,0.0024420443810498835
14797432000180,2,322193032.31,NUREA CAPITAL GESTORA DE RECURSOS LTDA,14797432000180,NUREA CAPITAL GESTORA DE RECURSOS LTDA,NUREA CAPITAL GESTORA DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2013-11-12,www.nurea.com.br,NUREA CAPITAL GESTORA DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.0024285488394263184
60518222000122,1,318582163.19,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,,,,,,,,,BANCO SUMITOMO MITSUI BRASILEIRO S.A.,F4 · 100 mi a 1 bi,0.0024013317020853127
30886483000134,2,316943990.24,ORE INVESTMENTS PARTICIPAÇÕES LTDA.,30886483000134,ORE INVESTMENTS PARTICIPAÇÕES LTDA.,ORE INVESTMENTS,BELO HORIZONTE,MG,PRIVADO,2021-09-08,www.oreinvestments.com.br,ORE INVESTMENTS,F4 · 100 mi a 1 bi,0.0023889838775902313
10334074000118,7,316409435.73,OCTANTE GESTÃO DE RECURSOS LTDA,10334074000118,OCTANTE GESTÃO DE RECURSOS LTDA,--,SÃO PAULO,SP,PRIVADO,2009-01-02,www.octante.com.br,OCTANTE GESTÃO DE RECURSOS LTDA,F4 · 100 mi a 1 bi,0.0023849546416829146
42238039000191,4,315521719.77,HSI GESTORA DE ATIVOS FINANCEIROS LTDA.,42238039000191,HSI GESTORA DE ATIVOS FINANCEIROS LTDA.,-----,SÃO PAULO,SP,PRIVADO,2022-03-14,www.hsinvest.com,HSI GESTORA DE ATIVOS FINANCEIROS LTDA.,F4 · 100 mi a 1 bi,0.0023782634306752106
43573693000114,23,313979819.76,VINCI ASSET ALLOCATION LTDA.,43573693000114,VINCI ASSET ALLOCATION LTDA.,VINCI ASSET ALLOCATION LTDA.,SÃO PAULO,SP,PRIVADO,2022-02-09,https://www.vincicompass.com/,VINCI ASSET ALLOCATION LTDA.,F4 · 100 mi a 1 bi,0.002366641269100363
17516277000174,11,313346791.99,GARIN INVESTIMENTOS LTDA,17516277000174,GARIN INVESTIMENTOS LTDA,-- GARIN MULTI FAMILY OFFICE,SÃO PAULO,SP,PRIVADO,2013-05-07,www.garininvestimentos.com.br,-- GARIN MULTI FAMILY OFFICE,F4 · 100 mi a 1 bi,0.0023618697852320247
54558360000132,1,312911020.06,QLZ WM GESTÃO DE PATRIMÔNIOS LTDA.,54558360000132,QLZ WM GESTÃO DE PATRIMÔNIOS LTDA.,QLZ WM,SÃO PAULO,SP,PRIVADO,2024-10-30,www.qlzwm.com.br,QLZ WM,F4 · 100 mi a 1 bi,0.002358585128803335
04876927000140,8,309674276.52,EAGLE CAPITAL GESTÃO DE INVESTIMENTOS LTDA,04876927000140,EAGLE CAPITAL GESTÃO DE INVESTIMENTOS LTDA,EAGLE CAPITAL,SÃO PAULO,SP,PRIVADO,2003-03-25,www.eaglecapital.com.br,EAGLE CAPITAL,F4 · 100 mi a 1 bi,0.0023341879849196508
23345332000103,16,308932643.65999997,LIS CAPITAL - ADMINISTRADORA E GESTORA DE RECURSOS FINANCEIROS LTDA.,23345332000103,LIS CAPITAL - ADMINISTRADORA E GESTORA DE RECURSOS FINANCEIROS LTDA.,LIS CAPITAL,SÃO PAULO,SP,PRIVADO,2015-12-28,https://www.liscapital.com.br/,LIS CAPITAL,F4 · 100 mi a 1 bi,0.002328597883828636
09043367000167,1,307882951.73,SET INVESTIMENTOS GESTÃO DE ATIVOS LTDA.,09043367000167,SET INVESTIMENTOS GESTÃO DE ATIVOS LTDA.,--,SÃO PAULO,SP,PRIVADO,2007-10-30,www.setinvestimentos.com.br,SET INVESTIMENTOS GESTÃO DE ATIVOS LTDA.,F4 · 100 mi a 1 bi,0.0023206857694663867
73983876000179,3,305023814.64,FUNDIÁGUA - FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CAESB,,,,,,,,,FUNDIÁGUA - FUNDAÇÃO DE PREVIDÊNCIA DOS EMPREGADOS DA CAESB,F4 · 100 mi a 1 bi,0.0022991348563013887
35487714000150,1,304000081.14,GREEN ALTERNATIVE INVESTMENTS ASSET MANAGEMENT S.A.,35487714000150,GREEN ALTERNATIVE INVESTMENTS ASSET MANAGEMENT S.A.,GREEN ALTERNATIVI INVESTMENTS ASSET MANAGEMENT S.A.,SÃO PAULO,SP,PRIVADO,2020-05-13,www.green.com.ai,GREEN ALTERNATIVI INVESTMENTS ASSET MANAGEMENT S.A.,F4 · 100 mi a 1 bi,0.0022914184051246456
34867534000131,9,302605492.23,SWM GESTAO DE RECURSOS LTDA.,34867534000131,SWM GESTAO DE RECURSOS LTDA.,SWM,SÃO PAULO,SP,PRIVADO,2020-07-09,www.swmgestao.com.br,SWM,F4 · 100 mi a 1 bi,0.0022809066095883642
31881090000109,1,300879899.22,BLUEMACAW GESTORA DE RECURSOS LTDA.,31881090000109,BLUEMACAW GESTORA DE RECURSOS LTDA.,BLUEMACAW,SÃO PAULO,SP,PRIVADO,2019-07-17,www.bluemacaw.com,BLUEMACAW,F4 · 100 mi a 1 bi,0.0022678998512742194
17889040000139,2,299940991.46000004,AMAZONIA INVESTIMENTOS LTDA,17889040000139,AMAZONIA INVESTIMENTOS LTDA,AMAZÔNIA CAPITAL,SÃO PAULO,SP,PRIVADO,2013-08-13,www.amazoniacapital.com,AMAZÔNIA CAPITAL,F4 · 100 mi a 1 bi,0.002260822779077691
32197258000116,3,296371977.4,PARALLAX VENTURES GESTÃO DE RECURSOS LTDA.,32197258000116,PARALLAX VENTURES GESTÃO DE RECURSOS LTDA.,PARALLAX VENTURES,SÃO PAULO,SP,PRIVADO,2021-12-16,https://www.parallaxventures.com.br,PARALLAX VENTURES,F4 · 100 mi a 1 bi,0.0022339211267012674
17181260000103,9,295891261.42,AQUA GESTÃO DE VALORES MOBILIÁRIOS LTDA,17181260000103,AQUA GESTÃO DE VALORES MOBILIÁRIOS LTDA,AQUA GESTÃO DE VALORES MOBILIÁRIOS LTDA,SÃO PAULO,SP,PRIVADO,2014-04-28,www.aquawm.com,AQUA GESTÃO DE VALORES MOBILIÁRIOS LTDA,F4 · 100 mi a 1 bi,0.0022302977018650674
07492836000108,2,294888744.24,CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S/A,07492836000108,CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S/A,--,SÃO PAULO,SP,PRIVADO,2009-09-29,http://confrapar.com.br/,CONFRAPAR ADMINISTRAÇÃO E GESTÃO DE RECURSOS S/A,F4 · 100 mi a 1 bi,0.002222741169942144
18005720000105,10,294170323.34,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,18005720000105,FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,FIBRA ASSET,SÃO PAULO,SP,PRIVADO,2013-07-18,https://fibraasset.com.br/,FIBRA ASSET,F4 · 100 mi a 1 bi,0.0022173260303582566
10464748000107,3,293818030.45,CVPAR HIERON INVESTIMENTOS LTDA,10464748000107,CVPAR HIERON INVESTIMENTOS LTDA,-----,SÃO PAULO,SP,PRIVADO,2018-03-27,www.cvpar.com.br,CVPAR HIERON INVESTIMENTOS LTDA,F4 · 100 mi a 1 bi,0.002214670602079707
31227292000123,3,292200130.46999997,ARTICA GESTÃO DE RECURSOS LTDA,31227292000123,ARTICA GESTÃO DE RECURSOS LTDA,ARTICA ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2018-09-21,https://artica.capital/home-asset,ARTICA ASSET MANAGEMENT,F4 · 100 mi a 1 bi,0.0022024755862826042
30418084000149,5,290197615.74,EXANTE ASSET MANAGEMENT LTDA.,30418084000149,EXANTE ASSET MANAGEMENT LTDA.,EXANTE ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2019-07-17,www.exante.com.br,EXANTE ASSET MANAGEMENT,F4 · 100 mi a 1 bi,0.00218738151429536
43628554000140,15,285414279.68,EKHO INVESTIMENTOS LTDA.,43628554000140,EKHO INVESTIMENTOS LTDA.,EKHO FAMILY OFFICE,SÃO PAULO,SP,PRIVADO,2022-02-10,https://ekho.family,EKHO FAMILY OFFICE,F4 · 100 mi a 1 bi,0.0021513268387680444
10865161000100,6,284187591.84,DAEMON INVESTIMENTOS LTDA.,10865161000100,DAEMON INVESTIMENTOS LTDA.,DAEMON INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2015-07-02,http://www.daemoninvestimentos.com.br,DAEMON INVESTIMENTOS,F4 · 100 mi a 1 bi,0.002142080607374362
11402234000181,13,283699999.42,4I CAPITAL LTDA,11402234000181,4I CAPITAL LTDA,4I CAPITAL LTDA,BARUERI,SP,PRIVADO,2010-06-10,www.4icapital.com.br,4I CAPITAL LTDA,F4 · 100 mi a 1 bi,0.0021384053509691746
41647788000100,7,283555391.51,RAM GESTORA DE RECURSOS LTDA.,41647788000100,RAM GESTORA DE RECURSOS LTDA.,RAM GESTORA DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2022-03-04,www.ramcapital.com.br,RAM GESTORA DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.002137315360383455
09481178000176,4,279315971.12,ICATU GESTÃO PATRIMONIAL LTDA,09481178000176,ICATU GESTÃO PATRIMONIAL LTDA,ICATU GESTÃO PATRIMONIAL LTDA,SÃO PAULO,SP,PRIVADO,2010-03-11,http://www.icatugp.com.br/,ICATU GESTÃO PATRIMONIAL LTDA,F4 · 100 mi a 1 bi,0.002105360481054877
09172045000118,1,279126381.15,"GTIS PARTNERS BRASIL GESTÃO, CONSULTORIA EM INVESTIMENTOS E PARTICIPAÇÕES LTDA.",09172045000118,"GTIS PARTNERS BRASIL GESTÃO, CONSULTORIA EM INVESTIMENTOS E PARTICIPAÇÕES LTDA.",GTIS,SÃO PAULO,SP,PRIVADO,2021-03-09,www.gtisinvest.com.br,GTIS,F4 · 100 mi a 1 bi,0.0021039314355590466
46503558000190,9,278872287.45,TYTON CAPITAL INVESTIMENTOS LTDA.,46503558000190,TYTON CAPITAL INVESTIMENTOS LTDA.,TYTON,SÃO PAULO,SP,PRIVADO,2022-11-23,www.tytoncapital.com.br,TYTON,F4 · 100 mi a 1 bi,0.0021020161894228524
45653567000103,1,277506550.66,L4 VENTURE BUILDER GESTÃO DE CAPITAL LTDA.,45653567000103,L4 VENTURE BUILDER GESTÃO DE CAPITAL LTDA.,-----,SÃO PAULO,SP,PRIVADO,2024-04-10,www.l4vb.com,L4 VENTURE BUILDER GESTÃO DE CAPITAL LTDA.,F4 · 100 mi a 1 bi,0.0020917218684298245
11006650000160,10,276059052.12,STUDIO INVESTIMENTOS ADMINISTRADORA DE RECURSOS LTDA.,11006650000160,STUDIO INVESTIMENTOS ADMINISTRADORA DE RECURSOS LTDA.,STUDIO INVESTIMENTOS,RIO DE JANEIRO,RJ,PRIVADO,2009-10-28,http://www.studioinvest.com.br,STUDIO INVESTIMENTOS,F4 · 100 mi a 1 bi,0.002080811263460546
10552066000148,10,275656642.62,PNBY GESTORA DE RECURSOS LTDA.,10552066000148,PNBY GESTORA DE RECURSOS LTDA.,PANAMBY CAPITAL,SÃO PAULO,SP,PRIVADO,2009-02-27,www.panambycapital.com.br,PANAMBY CAPITAL,F4 · 100 mi a 1 bi,0.002077778078300729
58251046000163,29,274245731.77,SINAI ASSET BRASIL LTDA.,58251046000163,SINAI ASSET BRASIL LTDA.,SINAI ASSET,SÃO PAULO,SP,PRIVADO,2025-07-28,https://sinaicapital.com.br/,SINAI ASSET,F4 · 100 mi a 1 bi,0.002067143255186352
33254420000153,7,274022429.1,ENSO GESTÃO DE RECURSOS LTDA.,33254420000153,ENSO GESTÃO DE RECURSOS LTDA.,ENSO GESTORA,CAMPINAS,SP,PRIVADO,2020-01-07,www.ensogp.com.br,ENSO GESTORA,F4 · 100 mi a 1 bi,0.0020654600982410233
09645906000138,11,272879483.46,Vórtx Capital Gestão de Recursos Ltda,09645906000138,Vórtx Capital Gestão de Recursos Ltda,Vórtx Capital Gestão de Recursos Ltda,SÃO PAULO,SP,PRIVADO,2019-10-16,https://vortx.capital/,Vórtx Capital Gestão de Recursos Ltda,F4 · 100 mi a 1 bi,0.0020568450785813834
39454389000180,3,272324743.74,GENERATION JUST CLIMATE LTDA.,39454389000180,GENERATION JUST CLIMATE LTDA.,GENERATION JUST CLIMATE LTDA.,SÃO PAULO,SP,PRIVADO,2021-03-12,www.gkpar.com,GENERATION JUST CLIMATE LTDA.,F4 · 100 mi a 1 bi,0.002052663695472225
09259317000111,5,270591050.02,CRESCERA GESTÃO DE RECURSOS LTDA.,09259317000111,CRESCERA GESTÃO DE RECURSOS LTDA.,--,RIO DE JANEIRO,RJ,PRIVADO,2009-10-01,www.crescera.com,CRESCERA GESTÃO DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.0020395958775823097
41020034000125,4,269407486.78000003,NOVA FUTURA GESTORA DE RECURSOS LTDA.,41020034000125,NOVA FUTURA GESTORA DE RECURSOS LTDA.,NOVA FUTURA INVESTIMENTOS,SÃO PAULO,SP,PRIVADO,2021-07-13,https://www.futuraasset.com.br/,NOVA FUTURA INVESTIMENTOS,F4 · 100 mi a 1 bi,0.0020306747003852686
54782532000157,19,267534205.64000002,AZUMI ASSET MANAGEMENT LTDA.,54782532000157,AZUMI ASSET MANAGEMENT LTDA.,AZUMI ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2024-07-12,www.azumidtvm.com.br,AZUMI ASSET MANAGEMENT LTDA.,F4 · 100 mi a 1 bi,0.0020165547341468642
22688191000169,7,266557452.03,KIRON CAPITAL GESTÃO DE RECURSOS LTDA.,22688191000169,KIRON CAPITAL GESTÃO DE RECURSOS LTDA.,KIRON CAPITAL,SÃO PAULO,SP,PRIVADO,2015-09-30,www.kironcapital.com.br,KIRON CAPITAL,F4 · 100 mi a 1 bi,0.002009192396640792
48730767000100,6,263526324.38,BGR ASSET MANAGEMENT LTDA,48730767000100,BGR ASSET MANAGEMENT LTDA,BGR ASSET,SÃO PAULO,SP,PRIVADO,2023-11-20,www.bgrasset.com.br,BGR ASSET,F4 · 100 mi a 1 bi,0.001986345094562956
02328724000194,8,262383162.95000002,MOS GESTÃO DE INVESTIMENTOS LTDA,02328724000194,MOS GESTÃO DE INVESTIMENTOS LTDA,MOS CAPITAL,SÃO PAULO,SP,PRIVADO,2007-06-04,www.moscapital.com.br,MOS CAPITAL,F4 · 100 mi a 1 bi,0.0019777284483735616
15624684000170,2,261817553.32,AQUA CAPITAL GESTORA DE RECURSOS LTDA.,15624684000170,AQUA CAPITAL GESTORA DE RECURSOS LTDA.,AQUA CAPITAL,SÃO PAULO,SP,PRIVADO,2021-12-03,www.aquagestora.com,AQUA CAPITAL,F4 · 100 mi a 1 bi,0.0019734651326815474
09594756000180,3,261392205.75,SP VENTURES GESTORA DE RECURSOS LTDA,09594756000180,SP VENTURES GESTORA DE RECURSOS LTDA,SP VENTURES,SÃO PAULO,SP,PRIVADO,2012-11-16,www.spventures.com.br,SP VENTURES,F4 · 100 mi a 1 bi,0.0019702590504765095
29263481000100,8,257981445.9,MRB CAPITAL GESTORA DE RECURSOS LTDA.,29263481000100,MRB CAPITAL GESTORA DE RECURSOS LTDA.,MRB CAPITAL GESTORA DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2018-05-09,www.mrbcapital.com.br,MRB CAPITAL GESTORA DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.0019445502484707925
40768766000135,1,256161612.41,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40768766000135,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SÃO PAULO,SP,PRIVADO,2021-11-08,www.lionstrust.com.br,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,F4 · 100 mi a 1 bi,0.001930833147022626
15575770000130,6,254319224.38,ALPHA CAPITAL PARTNERS GESTAO DE INVESTIMENTOS S.A,15575770000130,ALPHA CAPITAL PARTNERS GESTAO DE INVESTIMENTOS S.A,ALPHA CAPITAL,SÃO PAULO,SP,PRIVADO,2012-11-16,www.alphacapital.com.br,ALPHA CAPITAL,F4 · 100 mi a 1 bi,0.001916946039409062
27530973000199,4,253434473.41000003,VL GESTORA DE RECURSOS LTDA,27530973000199,VL GESTORA DE RECURSOS LTDA,VL GESTORA,SÃO PAULO,SP,PRIVADO,2017-07-11,www.vlgestora.com.br,VL GESTORA,F4 · 100 mi a 1 bi,0.0019102771771870282
45356564000108,1,252679140.38,BMA CAPITAL GESTAO DE RECURSOS LTDA.,45356564000108,BMA CAPITAL GESTAO DE RECURSOS LTDA.,BMA ASSET,BELO HORIZONTE,MG,PRIVADO,2022-08-01,www.bmaasset.com.br,BMA ASSET,F4 · 100 mi a 1 bi,0.001904583810262749
25022196000146,9,252322291.64,CLUBE DO VALOR ADMINISTRAÇÃO DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA,25022196000146,CLUBE DO VALOR ADMINISTRAÇÃO DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA,CLUBE DO VALOR GESTORA DE RECURSOS,PORTO ALEGRE,RS,PRIVADO,2017-02-23,https://clubedovalor.com.br/,CLUBE DO VALOR GESTORA DE RECURSOS,F4 · 100 mi a 1 bi,0.0019018940419981644
37370840000156,5,246812848.17999998,PRIMUS VENTURES CONSULTORIA E GESTÃO LTDA.,37370840000156,PRIMUS VENTURES CONSULTORIA E GESTÃO LTDA.,PRIMUS VENTURES,FLORIANÓPOLIS,SC,PRIVADO,2021-03-12,https://www.primusvc.com.br/,PRIMUS VENTURES,F4 · 100 mi a 1 bi,0.0018603662894433096
00806535000154,13,244257611.37,PLANNER CORRETORA DE VALORES S.A.,00806535000154,PLANNER CORRETORA DE VALORES S.A.,PLANNER CORRETORA DE VALORES S.A.,SÃO PAULO,SP,PRIVADO,1995-10-02,www.planner.com.br,PLANNER CORRETORA DE VALORES S.A.,F4 · 100 mi a 1 bi,0.001841106042426502
11000859000117,7,240157452.54000002,BRM APEX SOLUCOES DE PORTFOLIO GESTAO DE RECURSOS LTDA.,11000859000117,BRM APEX SOLUCOES DE PORTFOLIO GESTAO DE RECURSOS LTDA.,BRM APEX SOLUÇÕES DE PORTFÓLIO,PORTO ALEGRE,RS,PRIVADO,2009-10-08,https://apexpartners.com.br,BRM APEX SOLUÇÕES DE PORTFÓLIO,F4 · 100 mi a 1 bi,0.0018102008552575899
15114366000169,1,240027041.61,BANCO BOCOM BBM S.A.,,,,,,,,,BANCO BOCOM BBM S.A.,F4 · 100 mi a 1 bi,0.0018092178752395882
11313045000132,1,238359965.49,INVESTFORT GESTÃO DE INVESTIMENTOS LTDA,11313045000132,INVESTFORT GESTÃO DE INVESTIMENTOS LTDA,INVESTFORT,RIO DE JANEIRO,RJ,PRIVADO,2010-03-15,investfort@investfort.com.br,INVESTFORT,F4 · 100 mi a 1 bi,0.0017966521914088902
38183509000190,3,238181532.4,DOJO CAPITAL INVESTIMENTOS ADMINISTRADORA DE CARTEIRAS DE RECURSOS E CONSULTORIA LTDA.,38183509000190,DOJO CAPITAL INVESTIMENTOS ADMINISTRADORA DE CARTEIRAS DE RECURSOS E CONSULTORIA LTDA.,-----,RIO DE JANEIRO,RJ,PRIVADO,2022-01-18,www.dojoinvest.com.br,DOJO CAPITAL INVESTIMENTOS ADMINISTRADORA DE CARTEIRAS DE RECURSOS E CONSULTORIA LTDA.,F4 · 100 mi a 1 bi,0.0017953072415490873
43231396000190,6,237716352.37,OPEN CAPITAL GESTÃO DE ATIVOS LTDA.,43231396000190,OPEN CAPITAL GESTÃO DE ATIVOS LTDA.,OPEN CAPITAL,SÃO PAULO,SP,PRIVADO,2021-12-23,www.openkapital.com.br,OPEN CAPITAL,F4 · 100 mi a 1 bi,0.001791800919845352
26760824000153,13,237370810.96,SOMA ASSET GESTÃO DE INVESTIMENTOS LTDA,26760824000153,SOMA ASSET GESTÃO DE INVESTIMENTOS LTDA,SOMA ASSET,SÃO PAULO,SP,PRIVADO,2017-05-23,https://www.somagestora.com.br/,SOMA ASSET,F4 · 100 mi a 1 bi,0.0017891963812424756
28093642000100,18,236710659.58999997,WIT GESTÃO DE RECURSOS LTDA.,28093642000100,WIT GESTÃO DE RECURSOS LTDA.,WIT ASSET MANAGEMENT,CAMPINAS,SP,PRIVADO,2020-02-10,www.witasset.com.br,WIT ASSET MANAGEMENT,F4 · 100 mi a 1 bi,0.0017842204516515566
09095455000102,2,234119854.39,GLOBAL X BRASIL GESTORA DE INVESTIMENTOS LTDA.,09095455000102,GLOBAL X BRASIL GESTORA DE INVESTIMENTOS LTDA.,--,SÃO PAULO,SP,PRIVADO,2008-09-12,https://globalxetfs.com.br/local-asset-manager/,GLOBAL X BRASIL GESTORA DE INVESTIMENTOS LTDA.,F4 · 100 mi a 1 bi,0.0017646921058132585
28018445000118,5,233635501.32,ACE CAPITAL SAIRES GESTORA DE RECURSOS LTDA.,28018445000118,ACE CAPITAL SAIRES GESTORA DE RECURSOS LTDA.,ACE CAPITAL SAIRES,SÃO PAULO,SP,PRIVADO,2017-10-20,www.acecapital.com.br,ACE CAPITAL SAIRES,F4 · 100 mi a 1 bi,0.0017610412661982998
44141694000152,6,231917939.92999998,VIA INVEST GESTÃO DE RECURSOS LTDA.,44141694000152,VIA INVEST GESTÃO DE RECURSOS LTDA.,VIA INVEST GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2023-02-17,https://viaasset.com.br/,VIA INVEST GESTÃO DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.0017480950466900059
17364795000110,11,230611645.94,MERCANTIL DO BRASIL DISTRIBUIDORA S/A TÍTULOS E VALORES MOBILIÁRIOS,17364795000110,MERCANTIL DO BRASIL DISTRIBUIDORA S/A TÍTULOS E VALORES MOBILIÁRIOS,MERCANTIL DO BRASIL DISTRIBUIDORA,BELO HORIZONTE,MG,PRIVADO,1994-02-01,www.bancomercantil.com.br,MERCANTIL DO BRASIL DISTRIBUIDORA,F4 · 100 mi a 1 bi,0.0017382487792812445
43173313000154,4,228478418.43,HOPE ASSET,43173313000154,HOPE ASSET GESTAO DE RECURSOS LTDA,HOPE ASSET GESTÃO DE RECURSOS LTDA.,SÃO PAULO,SP,PRIVADO,2022-04-05,www.hopeasset.com.br,HOPE ASSET GESTÃO DE RECURSOS LTDA.,F4 · 100 mi a 1 bi,0.0017221694520639563
15040228000182,6,227887519.56,FYTO CAPITAL ADMINISTRADORA DE RECURSOS LTDA,15040228000182,FYTO CAPITAL ADMINISTRADORA DE RECURSOS LTDA,-,RIO DE JANEIRO,RJ,PRIVADO,2012-11-01,www.fytocapital.com.br,FYTO CAPITAL ADMINISTRADORA DE RECURSOS LTDA,F4 · 100 mi a 1 bi,0.0017177155172452292
57187644000158,2,223555855.17999998,LEV ASSET MANAGEMENT LTDA.,57187644000158,LEV ASSET MANAGEMENT LTDA.,LEV ASSET MANAGEMENT LTDA.,SÃO PAULO,SP,PRIVADO,2025-02-24,https://levasset.com.vc,LEV ASSET MANAGEMENT LTDA.,F4 · 100 mi a 1 bi,0.0016850653434428613
26614409000191,7,222651083.13,BRIDGE ONE CAPITAL LTDA.,26614409000191,BRIDGE ONE CAPITAL LTDA.,BRIDGE ONE,SÃO PAULO,SP,PRIVADO,2023-09-01,www.bridgeone.cc,BRIDGE ONE,F4 · 100 mi a 1 bi,0.0016782455711584667
09031993000133,7,222259935.12,GLOBAL ASSET GESTORA DE RECURSOS LTDA,09031993000133,GLOBAL ASSET GESTORA DE RECURSOS LTDA,ACT MFO,SALVADOR,BA,PRIVADO,2007-11-28,,ACT MFO,F4 · 100 mi a 1 bi,0.0016752972701386747
14555955000110,2,221330837.70999998,INNOVA CAPITAL GESTORA DE RECURSOS LTDA,14555955000110,INNOVA CAPITAL GESTORA DE RECURSOS LTDA,INNOVA CAPITAL GESTORA DE RECURSOS LTDA,SÃO PAULO,SP,PRIVADO,2018-10-05,www.innovacapital.com.br,INNOVA CAPITAL GESTORA DE RECURSOS LTDA,F4 · 100 mi a 1 bi,0.0016682941440294837
41992770000145,8,220859625.41,ELLO GESTORA DE RECURSOS LTDA,41992770000145,ELLO GESTORA DE RECURSOS LTDA,ELLO ASSET MANAGEMENT,SÃO PAULO,SP,PRIVADO,2022-09-19,www.elloasset.com.br,ELLO ASSET MANAGEMENT,F4 · 100 mi a 1 bi,0.001664742353737547
